"Expenditure ID","Org ID","Filer Type","Filer Name","Candidate Name","Expenditure Transaction Type","Expenditure Sub Type","Expenditure Date","Expenditure Amount","Description","Payee or Recipient or In-Kind Contributor Type","Payee or Recipient or In-Kind Contributor Name","First Name","Middle Name","Suffix","Address 1","Address 2","City","State","Zip","Filed Date","Support Or Oppose","Candidate Name or Ballot Issue","Jurisdiction - Office - District or Ballot Description","Amended","Employer","Occupation","Principal Place of Business"
"64251","7552","Candidate Committee","COMMITTEE TO ELECT THOMAS RILEY","THOMAS RIELY","Campaign Expense","Unknown","11/03/2024","19.75","FEE","Business (For-Profit and Non-Profit entities)","ACTBLUE (TECHNICAL SERVICES)","","","","366 SUMMER STREET","PO BOX 441146","SOMERVILLE","MA","02144","01/17/2025","","","","N","","",""
"67058","8790","Candidate Committee","BOWERS FOR LINCOLN","JAMES M BOWERS","Campaign Expense","Unknown","11/03/2024","1000","CONTRIBUTION","Candidate Committee","CHRISTA YOAKUM FOR COUNTY COMMISSION","","","","330 NW 13TH STREET","","LINCOLN","NE","68528","03/04/2025","","","","N","","",""
"59048","9246","Candidate Committee","RE-ELECT LISA ALBERS GIPS BOARD OF EDUCATION","LISA ALBERS","Campaign Expense","Unknown","11/04/2024","1100.17","PRINTING INSERTS FOR NEWSPAPER","Business (For-Profit and Non-Profit entities)","COPYCAT PRINTING","","","","365 N. BROADWELL AVE","","GRAND ISLAND","NE","68803","01/13/2025","","","","N","","",""
"59049","9246","Candidate Committee","RE-ELECT LISA ALBERS GIPS BOARD OF EDUCATION","LISA ALBERS","Campaign Expense","Unknown","11/04/2024","2571.23","POSTAGE FOR POSTCARD","Business (For-Profit and Non-Profit entities)","US POSTMASTER","","","","140 N ST SUITE B","","LINCOLN","NE","68508","01/13/2025","","","","N","","",""
"59050","9246","Candidate Committee","RE-ELECT LISA ALBERS GIPS BOARD OF EDUCATION","LISA ALBERS","Campaign Expense","Unknown","11/04/2024","257.5","NEWSPAPER TO ADD INSERT","Business (For-Profit and Non-Profit entities)","LEE ADV PHX","","","","4600 E. 53RD ST","","DAVENPORT","IA","52807","01/13/2025","","","","N","","",""
"59146","9228","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","DAN LONOWSKI","Campaign Expense","Unknown","11/04/2024","15","$500 ONLINE CONTRIBUTION (STROBELS) MADE 10/11 CLEARED BANK 11/04/2024. A PROCESSING FEE OF 3% WAS DEDUCTED. HENCE, $500 CONTRIBUTION NET DEPOSIT $485","Business (For-Profit and Non-Profit entities)","OTHERS (NON-INDIVIDUALS) WHO HAVE CONTRIBUTED DURING PERIOD, BUT EACH $250 OR LESS FOR CALENDAR YEAR","","","",".","",".","NE","00000","01/06/2025","","","","N","","",""
"59147","9228","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","DAN LONOWSKI","Campaign Expense","Unknown","11/04/2024","3","JEREMY JACOBITZ CONTRIBUTED $100 10/31 ON LINE THROUGH WEBSITE. DEPOSIT HIT BANK TODAY WITH 3% FEE OF $3.. NET CONTRIBUTION $97. JUDY NOTE, THIS CLEAR","Individual","FOR THE CALENDAR YEAR < 250.01","INDIVIDUALS WHO HAVE CONTRIBUTED DURING THE REPORTING PERIOD, BUT EACH $250 OR LESS","","",".","",".","NE","00000","01/06/2025","","","","N","","",""
"59148","9228","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","DAN LONOWSKI","Campaign Expense","Unknown","11/04/2024","1121.74","NO INVOICE, POSTAGE FOR FINAL MAILING PER MAILING MATRIX","Political Party Committee","NEBRASKA REPUBLICAN PARTY","","","","1610 N STREET","","LINCOLN","NE","68508","01/06/2025","","","","N","","",""
"59149","9228","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","DAN LONOWSKI","Campaign Expense","Unknown","11/04/2024","2797.25","MILEAGE FOR ATTENDING EVENTS, DOOR KNOCKING (URBAN & RURAL) PUTTING UP SIGNS, 1ST GENERAL 4,175 MILES PAID CHECK #1075. (CALENDAR & SPREADSHEETS) AVAI","Individual","LONOWSKI","DANIEL","G","","4810 W PRAIRIE LAKE RD","","HASTINGS","NE","68901","01/06/2025","","","","N","","RETIRED","4810 W PRAIRIE LAKE RD HASTINGS NE"
"59150","9228","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","DAN LONOWSKI","Loan Payment","Unknown","11/04/2024","3000","","Business (For-Profit and Non-Profit entities)","CARS & STRIPES LLC","","","","4810 W. PRAIRIE LAKE ROAD","","HASTINGS","NE","68901","01/06/2025","","","","N","","",""
"59195","9228","Candidate Committee","LONOWSKIFORLEGISLATURE.COM","DAN LONOWSKI","Campaign Expense","Unknown","11/04/2024","73.14","INVOICE #64519-TEXT GRAPHIC GOTV RUSHMORE COMPANY LLC/SDP CREATIVE, PAID CHECK #1078","Business (For-Profit and Non-Profit entities)","SDP CREATIVE","","","","510 UNION STREET","PO BOX 322","MILLERSBURG","PA","17061","01/06/2025","","","","N","","",""
"59230","7400","Ballot Question Committee","NMM","","In-Kind Contribution (Exp)","Other","11/04/2024","5025","ADVERTISING","Business (For-Profit and Non-Profit entities)","NEBRASKA FAMILIES 4 MEDICAL CANNABIS (NONPROFIT CORPORATION)","","","","115 GINGER COVE RD","","VALLEY","NE","68064","01/14/2025","","","","N","","",""
"59356","9260","Candidate Committee","FRIENDS OF DENNIS SCHAARDT","DENNIS SCHAARDT","In-Kind Contribution (Exp)","Other","11/04/2024","5000","NOT LISTED","Individual","SCHAARDT","COLTON","","","1120 E ST.","","PAWNEE CITY","NE","68420","01/28/2025","","","","N","","",""
"59372","7482","Candidate Committee","ELIZABETH O'CONNOR FOR REGENT","ELIZABETH O'CONNOR","In-Kind Contribution (Exp)","Other","11/04/2024","4000","FOOD FOR CAMPAIGN GATHERING","Individual","YANNEY","MICHAEL","","","1700 FARNAM ST","SUITE 2850","OMAHA","NE","68102","01/14/2025","","","","N","","",""
"59478","9328","Ballot Question Committee","PROTECT WOMEN & CHILDREN","","In-Kind Contribution (Exp)","Other","11/04/2024","150000","CALLING SERVICES","PAC-Independent","COMMON SENSE NEBRASKA","","","","1327 H STREET","STE 101","LINCOLN","NE","68508","01/14/2025","","","","N","","",""
"59647","9638","Candidate Committee","BRIAN HOFFMAN FOR HASTINGS CITY COUNCIL","BRIAN HOFFMAN","Third Party Expenditure","Third Party Expenditure","11/04/2024","800","BRIAN HOFFMAN PAID COLLIN LEWIS PER MONTH FOR WEBSITE AND GRAPHIC UPDATES","Individual","HOFFMAN","BRIAN","","","124 UNIVERSITY STREET","","HASTINGS","NE","68901","01/09/2025","","","","N","","",""
"59719","9192","Candidate Committee","CLOUSE FOR LEGISLATURE","STANLEY CLOUSE","Campaign Expense","Unknown","11/04/2024","2.3","ONLINE DONATION PROCESSING FEE.","Business (For-Profit and Non-Profit entities)","ANEDOT","","","","1920 MCKINNEY AVE 7TH FLOOR","","DALLAS","TX","75201","01/11/2025","","","","N","","",""
"59721","9192","Candidate Committee","CLOUSE FOR LEGISLATURE","STANLEY CLOUSE","Campaign Expense","Unknown","11/04/2024","556.16","11/2/24 MMS TEXTS","Business (For-Profit and Non-Profit entities)","REMINGTON RESEARCH","","","","800 W 47TH ST #200","","KANSAS CITY","MO","64112","01/11/2025","","","","N","","",""
"59741","9537","Candidate Committee","BRIAN ADAMS 4 NRD","BRIAN ADAMS","Campaign Expense","Unknown","11/04/2024","3.75","ACT BLUE SERVICE FEES","Business (For-Profit and Non-Profit entities)","ACT BLUE","","","","266 SUMMER STREET","","SOMERVILLE","MA","02144","01/13/2025","","","","N","","",""
"59742","9537","Candidate Committee","BRIAN ADAMS 4 NRD","BRIAN ADAMS","Campaign Expense","Unknown","11/04/2024","5.73","STRIPE SERVICE FEE","Business (For-Profit and Non-Profit entities)","STRIPE","","","","510 TOWNSEND ST","","SAN FRANCISCO","CA","94103","01/13/2025","","","","N","","",""
"59753","8868","Ballot Question Committee","CHOOSE LIFE NOW","","Campaign Expense","Unknown","11/04/2024","10.5","PRINTING EXPENSE","Ballot Question Committee","CHOOSE LIFE NOW","","","","NEBRASKA HUMAN LIFE PROTECTION COMMITTEE","4111 N 60TH AVENUE","OMAHA","NE","68104","01/30/2025","","","","N","","",""
"59990","9164","Candidate Committee","GLEN MEYER FOR LEGISLATURE","GLEN MEYER","Campaign Expense","Unknown","11/04/2024","10000","SUCCESSFUL ELECTION BONUS","Business (For-Profit and Non-Profit entities)","AXIOM STRATEGIES","","","","800 W. 47TH STREET, SUITE 200","","KANSAS CITY","MO","64112","01/14/2025","","","","N","","",""
"60117","8270","Candidate Committee","MARGO JUAREZ FOR NEBRASKA LEGISLATURE","MARGO JUAREZ","Campaign Expense","Unknown","11/04/2024","627.02","PALM CARDS AND SIGNS","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING COMPANY (UNIONIST PUBLISHING CO, DBA)","","","","2728 N. 108TH STREET, SUITE 105","","OMAHA","NE","68164","01/14/2025","","","","N","","",""
"60397","7661","Candidate Committee","TANYA STORER FOR LEGISLATURE","TANYA D STORER","Campaign Expense","Unknown","11/04/2024","514.95","MMS TEXTS","Business (For-Profit and Non-Profit entities)","BEDROCK DATA SOLUTIONS","","","","800 W 47TH ST, STE 200","","KANSAS CITY","MO","64112","01/09/2025","","","","N","","",""
"60598","7570","Candidate Committee","CHRISTA YOAKUM FOR COUNTY COMMISSION","CHRISTA YOAKUM","Campaign Expense","Unknown","11/04/2024","77.6","ONLINE WEB SERVICES","Business (For-Profit and Non-Profit entities)","GOOGLE AD SERVICES","","","","100","","MOUNTAIN VIEW","CA","99999","01/05/2025","","","","N","","",""
"60663","8854","Candidate Committee","BOSN FOR LEGISLATURE","CAROLYN BOSN","Campaign Expense","Unknown","11/04/2024","2156","POSTAGE","Business (For-Profit and Non-Profit entities)","USPS","","","","700 R STREET","","LINCOLN","NE","68501","01/14/2025","","","","N","","",""
"60664","8854","Candidate Committee","BOSN FOR LEGISLATURE","CAROLYN BOSN","Campaign Expense","Unknown","11/04/2024","5000","DIGITAL","Business (For-Profit and Non-Profit entities)","FIELD & STREET STRATEGIES, LLC","","","","1633 MAIN ST.","","BILLINGS","MT","59105","01/14/2025","","","","N","","",""
"60665","8854","Candidate Committee","BOSN FOR LEGISLATURE","CAROLYN BOSN","Campaign Expense","Unknown","11/04/2024","21282.72","MAILINGS","Business (For-Profit and Non-Profit entities)","FIELD & STREET STRATEGIES, LLC","","","","1633 MAIN ST.","","BILLINGS","MT","59105","01/14/2025","","","","N","","",""
"60698","7773","PAC-Separate Segregated Political Fund","NEBRASKA OPTOMETRIC ASSOCIATION PAC","","Administrative Expenses","Unknown","11/04/2024","40.09","BANK FEES","Business (For-Profit and Non-Profit entities)","UNION BANK & TRUST","","","","4243 PIONEER WOODS DRIVE","","LINCOLN","NE","68506","01/07/2025","","","","N","","",""
"61184","7526","Candidate Committee","JOEY SPELLERBERG FOR MAYOR","JOEY SPELLERBERG","Campaign Expense","Unknown","11/04/2024","21","DATABASE","Business (For-Profit and Non-Profit entities)","NATIONBUILDER","","","","520 S. GRAND AVENUE, PO BOX 811428","","LOS ANGELES","CA","90081","01/06/2025","","","","N","","",""
"61239","9283","Candidate Committee","MIKE ALBRECHT FOR LEGISLATURE","MIKE ALBRECHT","Third Party Expenditure","Third Party Expenditure","11/04/2024","948.1","TEXT MESSAGES SENT ON 11/4/24","Business (For-Profit and Non-Profit entities)","FIELD AND STREETS","","","","1633 MAIN STREET","","BILLINGS","MT","59105","01/01/2025","","","","N","","",""
"61304","7590","Candidate Committee","COMMITTEE TO ELECT LARRY BRADLEY","LARRY BRADLEY","Campaign Expense","Unknown","11/04/2024","750","CAMPAIGN CONSULTING","Individual","CLARK","WILLIAM","","","648 2ND AVE. SW","","WELLS","MN","56097","01/03/2025","","","","N","","",""
"61383","7319","Candidate Committee","JONI ALBRECHT FOR LEGISLATURE","JONI ALBRECHT","Campaign Expense","Unknown","11/04/2024","6000","POSTAGE FOR MAILERS","Individual","FLANAGAIN","JESSICA","","","1132 ALDRICH ROAD","","LINCOLN","NE","68510","01/06/2025","","","","N","","",""
"61385","7319","Candidate Committee","JONI ALBRECHT FOR LEGISLATURE","JONI ALBRECHT","Third Party Expenditure","Third Party Expenditure","11/04/2024","6000","POSTAGE FOR PRO-LIFE MAILERS","Business (For-Profit and Non-Profit entities)","USPS","","","","700 R STREET","","LINCOLN","NE","68501","01/06/2025","","","","N","","",""
"61489","9005","Candidate Committee","JULIA PALZER FOR MIDTOWN","JULIA PALZER","Campaign Expense","Unknown","11/04/2024","1167.83","TEXTING","Business (For-Profit and Non-Profit entities)","BEDROCK DATA SOLUTIONS","","","","800 W 47TH ST, STE 200","","KANSAS CITY","MO","64112","01/06/2025","","","","N","","",""
"61540","9003","Candidate Committee","LINDA FOR NEBRASKA","LINDA VERMOOTEN","Campaign Expense","Unknown","11/04/2024","275","ADS","Business (For-Profit and Non-Profit entities)","FACEBOOK, INC.","","","","POLITICOM LAW / 28 LIBERTY SHIP WAY #2815","","SAUSALITO","CA","94965","01/14/2025","","","","N","","",""
"61550","9003","Candidate Committee","LINDA FOR NEBRASKA","LINDA VERMOOTEN","Campaign Expense","Unknown","11/04/2024","7250","CONSULTING","Business (For-Profit and Non-Profit entities)","RED RIDER STRATEGIES","","","","6151 S. 97TH","","LINCOLN","NE","68526","01/14/2025","","","","N","","",""
"61573","7312","PAC-Separate Segregated Political Fund","NEBRASKA BANKERS STATE POLITICAL ACTION COMMITTEE","","Direct contribution","Unknown","11/04/2024","1500","","Candidate Committee","BOB HALLSTROM FOR LEGISLATURE","","","","591 S 32ND ROAD","","SYRACUSE","NE","68446","01/09/2025","","","","N","","",""
"61576","7312","PAC-Separate Segregated Political Fund","NEBRASKA BANKERS STATE POLITICAL ACTION COMMITTEE","","In-Kind Expenditure","Unknown","11/04/2024","34.33","CO-SPONSOR FUNDRAISER","Candidate Committee","VON GILLERN FOR NEBRASKA","","","","18370 HONEYSUCKLE DRIVE","","ELKHORN","NE","68022","01/09/2025","","","","N","","",""
"61578","7312","PAC-Separate Segregated Political Fund","NEBRASKA BANKERS STATE POLITICAL ACTION COMMITTEE","","In-Kind Expenditure","Unknown","11/04/2024","112.86","CO-SPONSOR FUNDRAISER","Candidate Committee","BALLARD FOR NEBRASKA","","","","6801 NW 2ND STREET","","LINCOLN","NE","68521","01/09/2025","","","","N","","",""
"61603","7515","Candidate Committee","ROB SCHAFER FOR BOARD OF REGENTS","ROBERT SCHAFER","Debt Payment","Debt Payment","11/04/2024","20187.42","MAILING ADVERTISING","Business (For-Profit and Non-Profit entities)","E3400--THE STONEBRIDGE GROUP LLC","","","","960 N POINT PARKWAY, STE 225","","ALPHARETTA","GA","30005","01/10/2025","","","","N","","",""
"61990","8913","Candidate Committee","FELIX 4 FREEDOM","BENJAMIN FELIX UNGERMAN","Campaign Expense","Unknown","11/04/2024","3360.9","TEXTING, CONSULTING","Business (For-Profit and Non-Profit entities)","EZ POLITIX, LLC","","","","314 NORTH 115TH STREET","","OMAHA","NE","68154","01/11/2025","","","","N","","",""
"62008","9178","Candidate Committee","PENDRELL FOR NEBRASKA","TIM PENDRELL","Campaign Expense","Unknown","11/04/2024","320.99","PRINTING","Business (For-Profit and Non-Profit entities)","STAPLES","","","","1039 E. 23RD","","FREMONT","NE","68025","01/09/2025","","","","N","","",""
"62009","9178","Candidate Committee","PENDRELL FOR NEBRASKA","TIM PENDRELL","Campaign Expense","Unknown","11/04/2024","525","CANVASSING","Individual","JIMENEZ","LUIS","","","2709 DEWEY AVE","#5","OMAHA","NE","68105","01/09/2025","","","","N","","",""
"62010","9178","Candidate Committee","PENDRELL FOR NEBRASKA","TIM PENDRELL","Campaign Expense","Unknown","11/04/2024","1453.64","PRINTING","Business (For-Profit and Non-Profit entities)","GOLDENROD PRINTING (GOLDENROD PRINTING & MAIL LLC, DBA)","","","","2801 CORNHUSKER HIGHWAY","","LINCOLN","NE","68504","01/09/2025","","","","N","","",""
"62027","9664","PAC-Independent","COMMON SENSE NEBRASKA","","Administrative Expenses","Unknown","11/04/2024","25","BANK FEES","Business (For-Profit and Non-Profit entities)","UNION BANK & TRUST","","","","4243 PIONEER WOODS DRIVE","","LINCOLN","NE","68506","01/14/2025","","","","N","","",""
"62068","7802","PAC-Independent","SURVEY NEBRASKA","","Administrative Expenses","Unknown","11/04/2024","5893.15","SURVEY RESEARCH","Business (For-Profit and Non-Profit entities)","CHISM STRATEGIES","","","","305 GREEN OAK LANE","","MADISON","MS","39110","01/14/2025","","","","N","","",""
"62069","7802","PAC-Independent","SURVEY NEBRASKA","","Administrative Expenses","Unknown","11/04/2024","1000","COMPLIANCE SERVICE","Business (For-Profit and Non-Profit entities)","JFL CONSULTING LLC","","","","621 GREY FAWN DRIVE","","OMAHA","NE","68154","01/14/2025","","","","N","","",""
"62096","7870","PAC-Separate Segregated Political Fund","CHIROPRACTORS OF NEBRASKA PAC","","Administrative Expenses","Unknown","11/04/2024","21.58","BANKCARD FEES","Business (For-Profit and Non-Profit entities)","AFFINIPAY","","","","3700 N CAPITAL OF TEXAS HWY","SUITE 300","AUSTIN","TX","78746","01/10/2025","","","","N","","",""
"62176","8988","Ballot Question Committee","PROTECT OUR RIGHTS","","In-Kind Contribution (Exp)","Other","11/04/2024","1337.04","STAFF TIME","Business (For-Profit and Non-Profit entities)","PLANNED PARENTHOOD ADVOCATES OF NEBRASKA","","","","5631 SOUTH 48TH STREET","","LINCOLN","NE","68516","01/14/2025","","","","N","","",""
"62192","9338","Candidate Committee","FRIENDS OF MORGAN RYE-CRAFT","MORGAN RYE-CRAFT","Campaign Expense","Unknown","11/04/2024","292.66","MAILER","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING CO","","","","2728 N 108 ST","SUITE 105","OMAHA","NE","68164","01/14/2025","","","","N","","",""
"62296","9269","Candidate Committee","KELLY FOR COUNTY COMMISSIONER","SEAN KELLY","Campaign Expense","Unknown","11/04/2024","138.04","PRINTED MATERIALS","Business (For-Profit and Non-Profit entities)","UNIONIST PRINTING CO","","","","2728 N 108 ST","SUITE 105","OMAHA","NE","68164","01/13/2025","","","","N","","",""
"62307","8722","Candidate Committee","BALLARD FOR NEBRASKA","BEAU BALLARD","Campaign Expense","Unknown","11/04/2024","2528.46","CAMPAIGN MAIL","Business (For-Profit and Non-Profit entities)","TOPSIDE STRATEGIES","","","","2320 BROADMOOR LANE","","JACKSONVILLE","FL","32207","01/14/2025","","","","N","","",""
"62366","9300","Candidate Committee","ROXIE KRACL FOR LEGISLATURE","ROXIE KRACL","Campaign Expense","Unknown","11/04/2024","359.26","VOTER CONTACT","Business (For-Profit and Non-Profit entities)","CAMPAIGN HQ","","","","109 W FRONT STREET, PO BOX 257","","BROOKLYN","IA","52211","01/13/2025","","","","N","","",""
"62367","9300","Candidate Committee","ROXIE KRACL FOR LEGISLATURE","ROXIE KRACL","Campaign Expense","Unknown","11/04/2024","412.5","CONSULTING","Individual","HOULIHAN","JAMES","","","19114 T ST","","OMAHA","NE","68135","01/13/2025","","","","N","","",""
"62372","9300","Candidate Committee","ROXIE KRACL FOR LEGISLATURE","ROXIE KRACL","Campaign Expense","Unknown","11/04/2024","885.2","TEXTING","Business (For-Profit and Non-Profit entities)","REMINGTON RESEARCH","","","","800 W 47TH ST #200","","KANSAS CITY","MO","64112","01/13/2025","","","","N","","",""
"62376","9300","Candidate Committee","ROXIE KRACL FOR LEGISLATURE","ROXIE KRACL","Campaign Expense","Unknown","11/04/2024","68.9","DESIGN WORK","Business (For-Profit and Non-Profit entities)","SDP CREATIVE","","","","510 UNION STREET","PO BOX 250 MILLERSBURG PA 17061","MILLERSBURG","PA","17061","01/13/2025","","","","N","","",""
